assessmentId,internalTaxonId,scientificName,code,name,majorImportance,season,suitability
259357017,22037,Trachypithecus geei,1.4,Forest - Temperate,Yes,Resident,Suitable
259357017,22037,Trachypithecus geei,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,Resident,Suitable
259357527,22041,Trachypithecus pileatus,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,Resident,Suitable
259357527,22041,Trachypithecus pileatus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,Resident,Suitable
261429932,30864,Diospyros crumenata,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,Resident,Suitable
266696959,15951,Panthera leo,8.1,Desert - Hot,,,Unknown
266696959,15951,Panthera leo,8.3,Desert - Cold,,,Unknown
266696959,15951,Panthera leo,3.7,Shrubland - Subtropical/Tropical High Altitude,,Resident,Marginal
266696959,15951,Panthera leo,2.1,Savanna - Dry,Yes,Resident,Suitable
266696959,15951,Panthera leo,3.5,Shrubland - Subtropical/Tropical Dry,Yes,Resident,Suitable
266696959,15951,Panthera leo,4.5,Grassland - Subtropical/Tropical Dry,Yes,Resident,Suitable
266696959,15951,Panthera leo,4.7,Grassland - Subtropical/Tropical High Altitude,Yes,Resident,Suitable
266696959,15951,Panthera leo,1.5,Forest - Subtropical/Tropical Dry,Yes,Resident,Suitable
266877470,242376417,Dipcadi ursulae,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Yes,Resident,Suitable
